Row,Regex1,Regex2,IsEquivalent,SimilarityScore
26,^\d{10}$,^\d{10}$,True,1.0
27,"^\d{1,7}$","^\d{1,7}$",True,1.0
28,"^\d{4,}$","^\d{4,}$",True,1.0
29,"^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{1,8}[.!?;:'""…]?$","^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{1,8}[.!?;:'""…]?$",True,1.0
30,"^\d{6,9}$","^\d{6,9}$",True,1.0
31,^(?=.*zgsmkpns)(?=.*jixkx).*$,^(?=.*zgsmkpns)(?=.*jixkx).*$,True,1.0
32,^\d{1}$,^\d$,True,0.5714285714285714
33,^.*test.*$,.*test.*,False,0.8
34,^geedv.*,^geedv.*,True,1.0
35,^.*file.*$,.*file.*,False,0.8
36,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.13142857142857145
37,"^[A-Z]{2,5}$","^[A-Z]{2,5}$",True,1.0
38,"^\d{1,10}$","^\d{1,10}$",True,1.0
39,"^[a-z]{2,4}$","^[a-z]{2,4}$",True,1.0
40,"^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){0,4}[a-zA-Z]{2,10}[.!?;:'""…]?$","^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){0,4}[a-zA-Z]{2,10}[.!?;:'""…]?$",True,1.0
41,^.*\.(jpeg|png|gif|bmp)$,^(J|P|G|B)(PEG|NG|IF|MP)\.(jpeg|png|gif|bmp)$,False,0.48888888888888893
42,"^[a-zA-Z0-9]{4,9}$","^[a-zA-Z0-9]{4,9}$",True,1.0
43,"^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{3,10}[.!?;:'""…]?$","^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{3,10}[.!?;:'""…]?$",True,1.0
44,^(?=.*alktd)(?=.*hcoixmsy).*$,^(?=.*alktd)(?=.*hcoixmsy).*$,True,1.0
45,\w+,^[a-zA-Z][a-zA-Z0-9]*$,False,0.0
46,^#[0-9A-Fa-f]{6}$,^#[0-9a-fA-F]{6}$,False,0.7647058823529411
47,"^\d{8,13}$","^\d{8,13}$",True,1.0
48,^wawaynsu.*,^wawaynsu.*,True,1.0
49,^DOC_.*$,^DOC_.*$,True,1.0
50,^[^\d]*$,^[^\d]*$,True,1.0
51,^xrsgb.*,^xrsgb.*,True,1.0
52,"^\d{1,4}$","^\d{1,4}$",True,1.0
53,^(?=.*tjo)(?=.*mkmvrv).*$,^(?=.*tjo)(?=.*mkmvrv).*$,True,1.0
54,^[^\d]*$,^[^\d]*$,True,1.0
55,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01]),False,0.17391304347826086
56,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
57,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
58,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
59,"^\d{1,10}$","^\d{1,10}$",True,1.0
60,^\d+(\.\d+)?(\.\d+)?$,^\d+\.\d+\.\d+$,False,0.7142857142857143
61,"^\d{1,10}$","^\d{1,10}$",True,1.0
62,"^.{0,4}uorjfsa$","^.{0,4}uorjfsa$",True,1.0
63,"^\d{1,11}$","^\d{1,11}$",True,1.0
64,^\d{5}$,^\d{5}$,True,1.0
65,"^.{3,10}hmhayxt$","^.{3,10}hmhayxt$",True,1.0
66,"^[A-Z]{2,6}$","^[A-Z]{2,6}$",True,1.0
67,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1]|4[0-2])$,False,0.15172413793103445
68,"^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{5,8}[.!?;:'""…]?$","^([a-zA-Z]{5,8}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{5,8}[.!?;:'""…]?$",True,1.0
69,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
70,\d+,\d+,True,1.0
71,"^\d{7,15}$","^\d{7,15}$",True,1.0
72,.*foppsb$,.*foppsb$,True,1.0
73,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
74,"^[a-zA-Z0-9]{1,9}$","^[a-zA-Z0-9]{1,9}$",True,1.0
75,^\d{2}$,^\d{2}$,True,1.0
76,"^[a-z]{1,6}$","^[a-z]{1,6}$",True,1.0
77,^(?=.*greyj)(?=.*yug).*$,^(?=.*greyj)(?=.*yug).*$,True,1.0
78,.*hay$,.*hay$,True,1.0
79,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01]),False,0.12337662337662336
80,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
81,"^.{0,7}ujnwngfu$","^.{0,7}ujnwngfu$",True,1.0
82,"^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){3,5}[a-zA-Z]{1,4}[.!?;:'""…]?$","^([a-zA-Z]{1,4}[ ,.!?;:'""…]*){3,5}[a-zA-Z]{1,4}[.!?;:'""…]?$",True,1.0
83,"^.{5,10}anm$","^.{5,10}anm$",True,1.0
84,"^[a-z]{3,4}$","^[a-z]{3,4}$",True,1.0
85,"^[a-zA-Z0-9]{4,7}$","^[a-zA-Z0-9]{4,7}$",True,1.0
86,\s+,\s+,True,1.0
87,"^\d{7,}$","^\d{7,}$",True,1.0
88,"^\d{2,5}$","^\d{2,5}$",True,1.0
89,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
90,\d+,\d+,True,1.0
91,.*upgjsc$,.*upgjsc$,True,1.0
92,"^\d{2,11}$","^\d{2,11}$",True,1.0
93,"^([a-zA-Z]{5,7}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{5,7}[.!?;:'""…]?$","^([a-zA-Z]{5,7}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{5,7}[.!?;:'""…]?$",True,1.0
94,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
95,"^\d{3,16}$","^\d{3,16}$",True,1.0
96,"^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{4,7}[.!?;:'""…]?$","^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{4,7}[.!?;:'""…]?$",True,1.0
97,^mvsfcns.*,^mvsfcns.*,True,1.0
98,.*qzcgwomz$,.*qzcgwomz$,True,1.0
99,^.*\.(zip|rar|tar|7z)$,^(ZIP|RAR|TAR|7Z)$,False,0.36363636363636365
100,^cdo.*,^cdo.*,True,1.0
101,"^\d{4,9}$","^\d{4,9}$",True,1.0
102,^[^\d]*$,^[^\d]*$,True,1.0
103,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
104,\d+,\d+,True,1.0
105,^(?=.*qoldnos)(?=.*tterp).*$,^(?=.*qoldnos)(?=.*tterp).*$,True,1.0
106,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31))),^([1-9][0-9]{3})([0-1][0-9]|2[0-3])([0-2][0-9]|3[0-3])$,False,0.14406779661016944
107,"^\d{3,6}$","^\d{3,6}$",True,1.0
108,.*jsfj$,.*jsfj$,True,1.0
109,"^\d{5,}$","^\d{5,}$",True,1.0
110,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
111,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
112,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
113,"^\d{7,16}$","^\d{7,16}$",True,1.0
114,\s+,\s+,True,1.0
115,"^\d{2,12}$","^\d{2,12}$",True,1.0
116,"^\d{2,14}$","^\d{2,14}$",True,1.0
117,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-3][0-9]|4[0-9]|5[0-2])$,False,0.14130434782608692
118,"^.{2,9}izfgu$","^.{2,9}izfgu$",True,1.0
119,\d+,\d+,True,1.0
120,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
121,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
122,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
123,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31))),^([1-9][0-9]{3})(0[1-9]|1[0-2])([0-2][0-9]|3[0-3])$,False,0.14406779661016944
124,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.14388489208633093
125,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.12631578947368416
126,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
127,"^\d{5,13}$","^\d{5,13}$",True,1.0
128,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
129,"^\d{5,12}$","^\d{5,12}$",True,1.0
130,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1]|4[0-1])$,False,0.13888888888888884
131,"^.{5,6}zuly$","^.{5,6}zuly$",True,1.0
132,^.*info.*$,.*info.*,False,0.8
133,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
134,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
135,"^([a-zA-Z]{2,6}[ ,.!?;:'""…]*){2,4}[a-zA-Z]{2,6}[.!?;:'""…]?$","^([a-zA-Z]{2,6}[ ,.!?;:'""…]*){2,4}[a-zA-Z]{2,6}[.!?;:'""…]?$",True,1.0
136,"^\d{3,10}$","^\d{3,10}$",True,1.0
137,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
138,"^[a-z]{3,8}$","^[a-z]{3,8}$",True,1.0
139,.*xwd$,.*xwd$,True,1.0
140,"^[A-Z]{5,8}$","^[A-Z]{5,8}$",True,1.0
141,"^\d{3,10}$","^\d{3,10}$",True,1.0
142,^LOG_.*$,^LOG_.*$,True,1.0
143,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
144,^.*\.(zip|rar|tar|7z)$,^.*\.(zip|ZIP|rar|RAR|tar|TAR|7z|7Z)$,False,0.5945945945945945
145,^DATA_.*$,^DATA_.*,True,0.8888888888888888
146,"^\d{1,2}$","^\d{1,2}$",True,1.0
147,.*hniv$,.*hniv$,True,1.0
148,"^[a-z]{4,9}$","^[a-z]{4,9}$",True,1.0
149,^gtphzk.*nzgpn.*$,^gtphzk.*nzgpn.*$,True,1.0
150,"^\d{2,11}$","^\d{2,11}$",True,1.0
151,^#[0-9A-Fa-f]{6}$,^[a-fA-F0-9]{6}$,False,0.7058823529411764
152,"^\d{10,}$","^\d{10,}$",True,1.0
153,^bwx.*xov.*$,^bwx.*xov.*$,True,1.0
154,"^.{4,10}kkkuhk$","^.{4,10}kkkuhk$",True,1.0
155,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
156,\d+,\d+,True,1.0
157,\s+,\s+,True,1.0
158,^\d{10}$,^\d{10}$,True,1.0
159,"^\d{2,13}$","^\d{2,13}$",True,1.0
160,^\d.*$,^\d.*$,True,1.0
161,"^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){0,4}[a-zA-Z]{3,10}[.!?;:'""…]?$","^([a-zA-Z]{3,10}[ ,.!?;:'""…]*){0,4}[a-zA-Z]{3,10}[.!?;:'""…]?$",True,1.0
162,"^\d{1,6}$","^\d{1,6}$",True,1.0
163,"^[a-zA-Z0-9]{4,6}$","^[a-zA-Z0-9]{4,6}$",True,1.0
164,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06))),^(19|20)\d\d(0[1-9]|1[0-2])([0-2]\d|3[01])$,False,0.10362694300518138
165,"^\d{4,6}$","^\d{4,6}$",True,1.0
166,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
167,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
168,\d+,\d+,True,1.0
169,.*yfy$,.*yfy$,True,1.0
170,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
171,"^.{2,6}aqhlnl$","^.{2,6}aqhlnl$",True,1.0
172,"^\d{4,14}$","^\d{4,14}$",True,1.0
173,"^^([0-9a-fA-F]{1,4}:){7}[0-9a-fA-F]{1,4}$$",^([0-9a-fA-F]{4}:){7}[0-9a-fA-F]{6}$,False,0.8333333333333334
174,\d+,\d+,True,1.0
175,"^[A-Z]{1,4}$","^[A-Z]{1,4}$",True,1.0
176,"^[A-Z]{1,4}$","^[A-Z]{1,4}$",True,1.0
177,^(-?\d+(\.\d+)?)|(0+(\.0+)?)$,^[-+]?\d*\.\d*$,False,0.27586206896551724
178,"^\d{1,16}$","^\d{1,16}$",True,1.0
179,"^\d{1,12}$","^\d{1,12}$",True,1.0
180,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
181,.*yiyetl$,.*yiyetl$,True,1.0
182,^.*log.*$,.*log.*,False,0.7777777777777778
183,^.*record.*$,.*record.*,False,0.8333333333333334
184,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
185,"^\d{8,}$","^\d{8,}$",True,1.0
186,"^.{7,10}qub$","^.{7,10}qub$",True,1.0
187,"^[a-z]{3,7}$","^[a-z]{3,7}$",True,1.0
188,"^[a-z]{3,9}$","^[a-z]{3,9}$",True,1.0
189,^pjsflu.*xxa.*$,^pjsflu.*xxa.*$,True,1.0
190,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.14814814814814814
191,.*ggaxzom$,.*ggaxzom$,True,1.0
192,^.*info.*$,.*info.*,False,0.8
193,"^[a-zA-Z0-9]{5,8}$","^[a-zA-Z0-9]{5,8}$",True,1.0
194,^\d{6}$,^\d{6}$,True,1.0
195,^\d{5}$,^\d{5}$,True,1.0
196,"^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){1,2}[a-zA-Z]{1,7}[.!?;:'""…]?$","^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){1,2}[a-zA-Z]{1,7}[.!?;:'""…]?$",True,1.0
197,.*yaw$,.*yaw$,True,1.0
198,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1]|4[0-9]|5[0-2])$,False,0.14473684210526316
199,^.*data.*$,.*data.*,False,0.8
200,^xigqv.*,^xigqv.*,True,1.0
201,"^\d{1,3}$","^\d{1,3}$",True,1.0
202,"^([a-zA-Z]{5,9}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{5,9}[.!?;:'""…]?$","^([a-zA-Z]{5,9}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{5,9}[.!?;:'""…]?$",True,1.0
203,"^hsl$$1,\s*$2%,\s*$3%$$","^hsl\([0-9a-fA-F]{1,3},[0-9a-fA-F]{1,3},[0-9a-fA-F]{1,3}%\)$",False,0.16666666666666663
204,^dzfdos.*aaqkmj.*$,^dzfdos.*aaqkmj.*$,True,1.0
205,^.*info.*$,.*info.*,False,0.8
206,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
207,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1]|4[0-1])$,False,0.15625
208,^.*record.*$,.*record.*,False,0.8333333333333334
209,^.*record.*$,.*record.*,False,0.8333333333333334
210,"^\d{4,9}$","^\d{4,9}$",True,1.0
211,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
212,"^\d{5,8}$","^\d{5,8}$",True,1.0
213,\d+,\d+,True,1.0
214,^norr.*,^norr.*,True,1.0
215,(2025(05(02|01)|04(30|29|28|27|26|25|24))),^\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.15217391304347827
216,"^\d{7,}$","^\d{7,}$",True,1.0
217,^\d{8}$,^\d{8}$,True,1.0
218,^#[0-9A-Fa-f]{6}$,^#[0-9a-fA-F]{2}[0-9a-fA-F]{2}[0-9a-fA-F]{2}$,False,0.3555555555555555
219,^.*info.*$,.*info.*,False,0.8
220,"^hsl$$1,\s*$2%,\s*$3%$$","^hsl\([0-9]{1,3},[0-9]{1,3},[0-9]{1,3}\)$",False,0.2195121951219512
221,"^([a-zA-Z]{5,10}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{5,10}[.!?;:'""…]?$","^([a-zA-Z]{5,10}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{5,10}[.!?;:'""…]?$",True,1.0
222,^uwnbd.*fassyknk.*$,^uwnbd.*fassyknk.*$,True,1.0
224,^bluxmd.*kmltg.*$,^bluxmd.*kmltg.*$,True,1.0
225,^(?=.*eni)(?=.*qemcjcl).*$,^(?=.*eni)(?=.*qemcjcl).*$,True,1.0
226,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.12060301507537685
227,"^rgb$$1,\s*$2,\s*$3$$","^(?i)rgb\(\s*([0-9]{1,3})\s*,\s*([0-9]{1,3})\s*,\s*([0-9]{1,3})\s*\)$",False,0.21739130434782605
228,^DATA_.*$,^DATA_.*,True,0.8888888888888888
229,"^\d{6,}$","^\d{6,}$",True,1.0
230,^\d+\.\d+$,^\d+\.\d+\.\d+$,False,0.6666666666666667
231,^[^\d]*$,^[^\d]*$,True,1.0
232,"^\d{8,11}$","^\d{8,11}$",True,1.0
233,"^[a-z]{2,8}$","^[a-z]{2,8}$",True,1.0
234,.*lergfmpm$,.*lergfmpm$,True,1.0
235,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
236,"^([a-zA-Z]{4,9}[ ,.!?;:'""…]*){1,4}[a-zA-Z]{4,9}[.!?;:'""…]?$","^([a-zA-Z]{4,9}[ ,.!?;:'""…]*){1,4}[a-zA-Z]{4,9}[.!?;:'""…]?$",True,1.0
237,"^\d{1,8}$","^\d{1,8}$",True,1.0
238,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
239,^lvnyknp.*,^lvnyknp.*,True,1.0
240,"^[A-Z]{5,6}$","^[A-Z]{5,6}$",True,1.0
241,"^[a-zA-Z0-9]{1,2}$","^[a-zA-Z0-9]{1,2}$",True,1.0
242,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
243,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1])$,False,0.14814814814814814
244,"^[A-Z]{4,5}$","^[A-Z]{4,5}$",True,1.0
245,^gpmp.*,^gpmp.*,True,1.0
246,^\d{2}$,^\d{2}$,True,1.0
247,"^\d{1,12}$","^\d{1,12}$",True,1.0
248,^ID_.*$,^ID_.*,True,0.8571428571428572
249,^ID_.*$,^ID_.*,True,0.8571428571428572
250,"^[a-z]{5,7}$","^[a-z]{5,7}$",True,1.0
251,"^[a-z]{3,8}$","^[a-z]{3,8}$",True,1.0
252,^USER_.*$,^USER_.*$,True,1.0
253,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
254,"^\d{1,3}$","^\d{1,3}$",True,1.0
255,^.*example.*$,.*example.*,False,0.8461538461538461
256,^\d.*$,^\d.*$,True,1.0
257,^DOC_.*$,^DOC_.*,True,0.875
258,"^hsl$$1,\s*$2%,\s*$3%$$","^HSL[ ]?[0-9A-Fa-f]{2},?[0-9A-Fa-f]{2},?[0-9A-Fa-f]{2};?",False,0.0714285714285714
259,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-3][0-9])$,False,0.13888888888888884
260,^.*record.*$,.*record.*,False,0.8333333333333334
261,.*lgkrz$,.*lgkrz$,True,1.0
262,^\d.*$,^\d.*$,True,1.0
263,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19))),\d{4}(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.19298245614035092
264,.*ffz$,.*ffz$,True,1.0
265,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05|04|03|02|01)|03(31|30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07|06|05))),^([1-9][0-9]{3})(0[1-9]|1[0-2])(0[1-9]|[12][0-9]|3[01])$,False,0.12244897959183676
266,"^\d{3,13}$","^\d{3,13}$",True,1.0
267,(2025(05(02|01)|04(30|29|28|27|26|25))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-1]|4[0-1])$,False,0.23188405797101452
268,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
269,"^[a-zA-Z0-9]{5,6}$","^[a-zA-Z0-9]{5,6}$",True,1.0
270,^(?=.*mfjuzh)(?=.*fcmg).*$,^(?=.*mfjuzh)(?=.*fcmg).*$,True,1.0
271,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
272,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
273,^.*\.(zip|rar|tar|7z)$,^.*\.(zip|ZIP|rar|RAR|tar|TAR|7z|7Z)$,False,0.5945945945945945
274,(2025(05(02|01)|04(30|29|28|27|26|25|24|23|22|21|20|19|18|17|16|15|14|13|12|11|10|09|08|07))),^([1-9][0-9]{3})([0-1][0-9]|2[0-9]|3[0-1])([0-2][0-9]|3[0-6])$,False,0.15053763440860213
275,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
276,^.*\.(zip|rar|tar|7z)$,^(ZIP|RAR|TAR|7Z)$,False,0.36363636363636365
