Row,Regex1,Regex2,IsEquivalent,SimilarityScore
31,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
32,\d+,\d+,True,1.0
33,"^[a-z]{2,9}$","^[a-z]{2,9}$",True,1.0
34,.*mfje$,.*mfje$,True,1.0
35,\s+,\s+,True,1.0
36,^\d.*$,^\d.*$,True,1.0
37,"^\d{1,9}$","^\d{1,9}$",True,1.0
38,"^[a-z]{4,5}$","^[a-z]{4,5}$",True,1.0
39,"^[A-Z]{3,4}$","^[A-Z]{3,4}$",True,1.0
40,"^[A-Z]{3,5}$","^[A-Z]{3,5}$",True,1.0
41,"^[A-Z]{4,6}$","^[A-Z]{4,6}$",True,1.0
42,^gdyuoubu.*uyc.*$,^gdyuoubu.*uyc.*$,True,1.0
43,"^[A-Z]{4,7}$","^[A-Z]{4,7}$",True,1.0
44,^(?=.*lppwv)(?=.*rnns).*$,^(?=.*lppwv)(?=.*rnns).*$,True,1.0
45,.*oqj$,.*oqj$,True,1.0
46,^(?=.*cmjndmw)(?=.*ajdpc).*$,^(?=.*cmjndmw)(?=.*ajdpc).*$,True,1.0
47,"^[A-Z]{4,7}$","^[A-Z]{4,7}$",True,1.0
48,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
49,^\d{4}$,^\d{4}$,True,1.0
50,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
51,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
52,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
53,^[a-zA-Z]{6}$,^[a-zA-Z]{6}$,True,1.0
54,"^[a-zA-Z0-9]{2,4}$","^[a-zA-Z0-9]{2,4}$",True,1.0
55,"^\d{1,3}$","^\d{1,3}$",True,1.0
56,"^\d{8,}$","^\d{8,}$",True,1.0
57,\d+,\d+,True,1.0
58,^hhm.*,^hhm.*,True,1.0
59,^\d{7}$,^\d{7}$,True,1.0
60,"^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{4,6}[.!?;:'""…]?$","^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){0,5}[a-zA-Z]{4,6}[.!?;:'""…]?$",True,1.0
61,.*bkqhuaqo$,.*bkqhuaqo$,True,1.0
62,^xugwbyv.*,^xugwbyv.*,True,1.0
63,^(?=.*fcaypj)(?=.*waf).*$,^(?=.*fcaypj)(?=.*waf).*$,True,1.0
64,^pdhypl.*,^pdhypl.*,True,1.0
65,"^.{2,3}wdmujpra$","^.{2,3}wdmujpra$",True,1.0
66,"^[a-z]{4,5}$","^[a-z]{4,5}$",True,1.0
67,^[^\d]*$,^[^\d]*$,True,1.0
68,.*vfhn$,.*vfhn$,True,1.0
69,\d+,\d+,True,1.0
70,^\d{6}$,^\d{6}$,True,1.0
71,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
72,^qviff.*eticzvcx.*$,^qviff.*eticzvcx.*$,True,1.0
73,^gapcey.*,^gapcey.*,True,1.0
74,^\d.*$,^\d.*$,True,1.0
75,\s+,\s+,True,1.0
76,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
77,^swwjqpka.*tgex.*$,^swwjqpka.*tgex.*$,True,1.0
78,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
79,.*skdptpm$,.*skdptpm$,True,1.0
80,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
81,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
82,^[^\d]*$,^[^\d]*$,True,1.0
83,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
84,"^\d{1,9}$","^\d{1,9}$",True,1.0
85,^[a-zA-Z]{2}$,^[a-zA-Z]{2}$,True,1.0
86,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
87,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
88,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
89,^vxffzbml.*umfkfi.*$,^vxffzbml.*umfkfi.*$,True,1.0
90,^\d{5}$,^\d{5}$,True,1.0
91,.*lobh$,.*lobh$,True,1.0
92,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
93,"^.{2,5}wyoddijw$","^.{2,5}wyoddijw$",True,1.0
94,"^[A-Z]{2,5}$","^[A-Z]{2,5}$",True,1.0
95,^\d.*$,^\d.*$,True,1.0
96,.*xlizkys$,.*xlizkys$,True,1.0
97,^(?=.*kfnuzzet)(?=.*kpruyz).*$,^(?=.*kfnuzzet)(?=.*kpruyz).*$,True,1.0
98,^(?=.*zggl)(?=.*iwphmv).*$,^(?=.*zggl)(?=.*iwphmv).*$,True,1.0
99,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
100,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
101,^(?=.*wlqat)(?=.*xkkutfj).*$,^(?=.*wlqat)(?=.*xkkutfj).*$,True,1.0
102,"^\d{1,3}$","^\d{1,3}$",True,1.0
103,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
104,.*xjqrfbq$,.*xjqrfbq$,True,1.0
105,^\d{5}$,^\d{5}$,True,1.0
106,"^\d{1,8}$","^\d{1,8}$",True,1.0
107,\w+,\w+,True,1.0
108,"^\d{4,7}$","^\d{4,7}$",True,1.0
109,^[^\d]*$,^[^\d]*$,True,1.0
110,^dqa.*,^dqa.*,True,1.0
111,"^([a-zA-Z]{2,4}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{2,4}[.!?;:'""…]?$","^([a-zA-Z]{2,4}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{2,4}[.!?;:'""…]?$",True,1.0
112,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
113,"^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,10}[.!?;:'""…]?$","^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){0,6}[a-zA-Z]{1,10}[.!?;:'""…]?$",True,1.0
114,\d+,\d+,True,1.0
115,\d+,\d+,True,1.0
116,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
117,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
118,^\d{10}$,^\d{10}$,True,1.0
119,\s+,\s+,True,1.0
120,\d+,\d+,True,1.0
121,^ahsw.*alhygydm.*$,^ahsw.*alhygydm.*$,True,1.0
122,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
123,"^\d{7,}$","^\d{7,}$",True,1.0
124,"^[a-z]{2,4}$","^[a-z]{2,4}$",True,1.0
125,^\d{4}$,^\d{4}$,True,1.0
126,"^\d{10,}$","^\d{10,}$",True,1.0
127,^hfootv.*ioa.*$,^hfootv.*ioa.*$,True,1.0
128,"^[A-Z]{3,5}$","^[A-Z]{3,5}$",True,1.0
129,.*xwd$,.*xwd$,True,1.0
130,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
131,"^.{1,6}mmejiiur$","^.{1,6}mmejiiur$",True,1.0
132,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
133,\w+,\w+,True,1.0
134,"^[a-zA-Z0-9]{1,7}$","^[a-zA-Z0-9]{1,7}$",True,1.0
135,.*hhifryj$,.*hhifryj$,True,1.0
136,.*uophzld$,.*uophzld$,True,1.0
137,^kafdude.*,^kafdude.*,True,1.0
138,"^\d{1,2}$","^\d{1,2}$",True,1.0
139,.*zmxmi$,.*zmxmi$,True,1.0
140,\d+,\d+,True,1.0
141,^iln.*xgn.*$,^iln.*xgn.*$,True,1.0
142,"^[a-zA-Z0-9]{1,3}$","^[a-zA-Z0-9]{1,3}$",True,1.0
143,\s+,\s+,True,1.0
144,\d+,\d+,True,1.0
145,"^\d{2,10}$","^\d{2,10}$",True,1.0
146,\w+,\w+,True,1.0
147,"^.{3,12}cwpak$","^.{3,12}cwpak$",True,1.0
148,"^[A-Z]{5,8}$","^[A-Z]{5,8}$",True,1.0
149,\d+,\d+,True,1.0
150,\d+,\d+,True,1.0
151,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
152,\d+,\d+,True,1.0
153,"^\d{4,6}$","^\d{4,6}$",True,1.0
154,"^.{5,7}xiavt$","^.{5,7}xiavt$",True,1.0
155,\s+,\s+,True,1.0
156,^(?=.*ietxidt)(?=.*itg).*$,^(?=.*ietxidt)(?=.*itg).*$,True,1.0
157,^zibf.*zzpkl.*$,^zibf.*zzpkl.*$,True,1.0
158,"^\d{4,9}$","^\d{4,9}$",True,1.0
159,^tsumgu.*cif.*$,^tsumgu.*cif.*$,True,1.0
160,"^\d{2,10}$","^\d{2,10}$",True,1.0
161,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
162,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
163,.*dfnmters$,.*dfnmters$,True,1.0
164,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
165,^[^\d]*$,^[^\d]*$,True,1.0
166,^tphudo.*,^tphudo.*,True,1.0
167,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
168,\d+,\d+,True,1.0
169,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
170,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
171,^[^\d]*$,^[^\d]*$,True,1.0
172,"^[a-z]{5,10}$","^[a-z]{5,10}$",True,1.0
173,"^.{0,4}wmcumpyu$","^.{0,4}wmcumpyu$",True,1.0
174,"^[A-Z]{5,9}$","^[A-Z]{5,9}$",True,1.0
175,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
176,\s+,\s+,True,1.0
177,^[a-zA-Z]{2}$,^[a-zA-Z]{2}$,True,1.0
178,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
179,"^\d{2,5}$","^\d{2,5}$",True,1.0
180,^(?=.*xwolwcx)(?=.*umpwxf).*$,^(?=.*xwolwcx)(?=.*umpwxf).*$,True,1.0
181,"^[A-Z]{1,8}$","^[A-Z]{1,8}$",True,1.0
182,^[^\d]*$,^[^\d]*$,True,1.0
183,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
184,"^[a-z]{5,8}$","^[a-z]{5,8}$",True,1.0
185,^\d{2}$,^\d{2}$,True,1.0
186,"^\d{5,}$","^\d{5,}$",True,1.0
187,"^\d{7,}$","^\d{7,}$",True,1.0
188,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
189,\d+,\d+,True,1.0
190,"^[A-Z]{5,8}$","^[A-Z]{5,8}$",True,1.0
191,^[^\d]*$,^[^\d]*$,True,1.0
192,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
193,"^\d{1,3}$","^\d{1,3}$",True,1.0
194,"^\d{4,}$","^\d{4,}$",True,1.0
195,"^[a-zA-Z0-9]{4,5}$","^[a-zA-Z0-9]{4,5}$",True,1.0
196,"^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){2,8}[a-zA-Z]{1,7}[.!?;:'""…]?$","^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){2,8}[a-zA-Z]{1,7}[.!?;:'""…]?$",True,1.0
197,^[^\d]*$,^[^\d]*$,True,1.0
198,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
199,"^[A-Z]{3,6}$","^[A-Z]{3,6}$",True,1.0
200,"^.{2,6}xjjfphg$","^.{2,6}xjjfphg$",True,1.0
201,"^.{2,5}vmjxujcf$","^.{2,5}vmjxujcf$",True,1.0
202,^uacqyi.*,^uacqyi.*,True,1.0
203,.*ieed$,.*ieed$,True,1.0
204,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
205,"^\d{3,6}$","^\d{3,6}$",True,1.0
206,.*yztw$,.*yztw$,True,1.0
207,^(?=.*hlczcdya)(?=.*qphkdv).*$,^(?=.*hlczcdya)(?=.*qphkdv).*$,True,1.0
208,"^\d{8,}$","^\d{8,}$",True,1.0
209,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
210,"^[A-Z]{3,8}$","^[A-Z]{3,8}$",True,1.0
211,"^([a-zA-Z]{2,8}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{2,8}[.!?;:'""…]?$","^([a-zA-Z]{2,8}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{2,8}[.!?;:'""…]?$",True,1.0
212,^oqhdg.*,^oqhdg.*,True,1.0
213,"^.{5,8}lqs$","^.{5,8}lqs$",True,1.0
214,"^\d{5,10}$","^\d{5,10}$",True,1.0
215,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
216,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
217,"^([a-zA-Z]{2,9}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{2,9}[.!?;:'""…]?$","^([a-zA-Z]{2,9}[ ,.!?;:'""…]*){4,9}[a-zA-Z]{2,9}[.!?;]?$",False,0.9322033898305084
218,"^.{0,9}vqdozcul$","^.{0,9}vqdozcul$",True,1.0
219,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
220,\w+,\w+,True,1.0
221,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
222,^ffjwqsvy.*,^ffjwqsvy.*,True,1.0
223,.*likf$,.*likf$,True,1.0
224,^(?=.*itlsxk)(?=.*ijydmly).*$,^(?=.*itlsxk)(?=.*ijydmly).*$,True,1.0
225,.*mvke$,.*mvke$,True,1.0
226,"^.{2,3}ysqnpand$","^.{2,3}ysqnpand$",True,1.0
227,"^[a-zA-Z0-9]{4,8}$","^[a-zA-Z0-9]{4,8}$",True,1.0
228,"^([a-zA-Z]{5,10}[ ,.!?;:'""…]*){2,3}[a-zA-Z]{5,10}[.!?;:'""…]?$","^([a-zA-Z]{5,10}[ ,.!?;:'""…]*){2,3}[a-zA-Z]{5,10}[.!?;:'""…]?$",True,1.0
229,^(?=.*ayib)(?=.*lbmplr).*$,^(?=.*ayib)(?=.*lbmplr).*$,True,1.0
230,"^[a-z]{4,7}$","^[a-z]{4,7}$",True,1.0
231,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
232,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
233,\d+,\d+,True,1.0
234,^[a-zA-Z]{9}$,^[a-zA-Z]{9}$,True,1.0
235,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
236,^\d.*$,^\d.*$,True,1.0
237,"^.{7,10}kcv$","^.{7,10}kcv$",True,1.0
238,^[^\d]*$,^[^\d]*$,True,1.0
239,^gndpwiov.*,^gndpwiov.*,True,1.0
240,"^[A-Z]{1,3}$","^[A-Z]{1,3}$",True,1.0
241,"^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){8}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
242,^\d.*$,^\d.*$,True,1.0
243,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
244,"^\d{1,1}$","^\d{1,1}$",True,1.0
245,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
246,^aroqv.*,^aroqv.*,True,1.0
247,^[^\d]*$,^[^\d]*$,True,1.0
248,^[^\d]*$,^[^\d]*$,True,1.0
249,"^[a-zA-Z0-9]{2,5}$","^[a-zA-Z0-9]{2,5}$",True,1.0
250,^(?=.*lgkdioje)(?=.*nbefyd).*$,^(?=.*lgkdioje)(?=.*nbefyd).*$,True,1.0
251,^(?=.*xxhzw)(?=.*tfbcrcc).*$,^(?=.*xxhzw)(?=.*tfbcrcc).*$,True,1.0
252,"^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){9}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
253,^(?=.*qtqp)(?=.*pkei).*$,^(?=.*qtqp)(?=.*pkei).*$,True,1.0
254,"^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{4,6}[.!?;:'""…]?$","^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){4,5}[a-zA-Z]{4,6}[.!?;:'""…]?$",True,1.0
255,^audosv.*ewpr.*$,^audosv.*ewpr.*$,True,1.0
256,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
257,"^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){2}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
258,.*snx$,.*snx$,True,1.0
259,.*khmfhyk$,.*khmfhyk$,True,1.0
260,"^\d{3,}$","^\d{3,}$",True,1.0
261,"^[a-zA-Z0-9]{2,7}$","^[a-zA-Z0-9]{2,7}$",True,1.0
262,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
263,^[a-zA-Z]{3}$,^[a-zA-Z]{3}$,True,1.0
264,^bsodu.*,^bsodu.*,True,1.0
265,^weoamr.*gdozh.*$,^weoamr.*gdozh.*$,True,1.0
266,"^([a-zA-Z]{5,7}[ ,.!?;:'""…]*){0,1}[a-zA-Z]{5,7}[.!?;:'""…]?$","^([a-zA-Z]{5,7}[ ,.!?;:'""…]*){0,1}[a-zA-Z]{5,7}[.!?;:'""…]?$",True,1.0
267,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
268,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
269,"^\d{1,}$","^\d{1,}$",True,1.0
270,"^.{6,10}xpmk$","^.{6,10}xpmk$",True,1.0
271,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
272,^hzmrc.*hggxrmfi.*$,^hzmrc.*hggxrmfi.*$,True,1.0
273,^nfzey.*lugykq.*$,^nfzey.*lugykq.*$,True,1.0
274,"^\d{1,1}$","^\d{1,1}$",True,1.0
275,^[^\d]*$,^[^\d]*$,True,1.0
276,"^.{0,1}esjukco$","^.{0,1}esjukco$",True,1.0
277,^[^\d]*$,^[^\d]*$,True,1.0
278,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
279,"^.{6,10}rdx$","^.{6,10}rdx$",True,1.0
280,^alqgunty.*nkuzbji.*$,^alqgunty.*nkuzbji.*$,True,1.0
281,^[^\d]*$,^[^\d]*$,True,1.0
282,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
283,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){1,3}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){1,3}[a-zA-Z]{3,6}[.!?;:'""…]?$",True,1.0
284,^uqvx.*rybs.*$,^uqvx.*rybs.*$,True,1.0
285,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
286,"^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){4,8}[a-zA-Z]{2,10}[.!?;:'""…]?$","^([a-zA-Z]{2,10}[ ,.!?;:'""…]*){4,8}[a-zA-Z]{2,10}[.!?;:'""…]?$",True,1.0
287,^(?=.*obuff)(?=.*nnyfixz).*$,^(?=.*obuff)(?=.*nnyfixz).*$,True,1.0
288,"^[A-Z]{2,6}$","^[A-Z]{2,6}$",True,1.0
289,"^[A-Z]{1,5}$","^[A-Z]{1,5}$",True,1.0
290,^qcxrvftc.*lrxm.*$,^qcxrvftc.*lrxm.*$,True,1.0
291,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
292,^[a-zA-Z]{6}$,^[a-zA-Z]{6}$,True,1.0
293,"^.{4,9}tfmds$","^.{4,9}tfmds$",True,1.0
294,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
295,^(?=.*frm)(?=.*dhugloj).*$,^(?=.*frm)(?=.*dhugloj).*$,True,1.0
296,"^[a-zA-Z0-9]{3,8}$","^[a-zA-Z0-9]{3,8}$",True,1.0
297,"^[a-zA-Z0-9]{3,6}$","^[a-zA-Z0-9]{3,6}$",True,1.0
298,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
299,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
300,^[^\d]*$,^[^\d]*$,True,1.0
301,"^.{2,5}yniksngu$","^.{2,5}yniksngu$",True,1.0
302,^zlogok.*,^zlogok.*,True,1.0
303,.*fyt$,.*fyt$,True,1.0
304,"^[A-Z]{1,6}$","^[A-Z]{1,6}$",True,1.0
305,^\d.*$,^\d.*$,True,1.0
306,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
307,\d+,\d+,True,1.0
308,"^[a-zA-Z0-9]{2,7}$","^[a-zA-Z0-9]{2,7}$",True,1.0
309,"^[a-z]{3,7}$","^[a-z]{3,7}$",True,1.0
310,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
311,.*mjb$,.*mjb$,True,1.0
312,^ouhvznyw.*,^ouhvznyw.*,True,1.0
313,^[^\d]*$,^[^\d]*$,True,1.0
314,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
315,"^\d{5,9}$","^\d{5,9}$",True,1.0
316,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
317,.*rpgvo$,.*rpgvo$,True,1.0
318,\d+,\d+,True,1.0
319,"^\d{4,6}$","^\d{4,6}$",True,1.0
320,"^\d{3,5}$","^\d{3,5}$",True,1.0
321,\w+,\w+,True,1.0
322,"^\d{1,4}$","^\d{1,4}$",True,1.0
323,^\d{9}$,^\d{9}$,True,1.0
324,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
325,"^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,8}[a-zA-Z]{1,5}[.!?;:'""…]?$","^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,8}[a-zA-Z]{1,5}[.!?;:'""…]?$",True,1.0
326,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
327,^(?=.*kihipe)(?=.*fij).*$,^(?=.*kihipe)(?=.*fij).*$,True,1.0
328,"^[a-zA-Z0-9]{3,5}$","^[a-zA-Z0-9]{3,5}$",True,1.0
329,^[a-zA-Z]{7}$,^[a-zA-Z]{7}$,True,1.0
