Row,Regex1,Regex2,IsEquivalent,SimilarityScore
116,"^[a-z]{1,2}$","^[a-z]{1,2}$",True,1.0
117,^[^\d]*$,^[^\d]*$,True,1.0
118,"^\d{10,}$","^\d{10,}$",True,1.0
119,\w+,\w+,True,1.0
120,"^\d{3,}$","^\d{3,}$",True,1.0
121,"^.{2,3}hlbjlw$","^.{2,3}hlbjlw$",True,1.0
122,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
123,"^[a-z]{2,10}$","^[a-z]{2,10}$",True,1.0
124,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
125,^\d{8}$,^\d{8}$,True,1.0
126,"^\d{3,4}$","^\d{3,4}$",True,1.0
127,^[a-zA-Z]{6}$,^[a-zA-Z]{6}$,True,1.0
128,^[^\d]*$,^[^\d]*$,True,1.0
129,"^[A-Z]{2,5}$","^[A-Z]{2,5}$",True,1.0
130,"^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){2,6}[a-zA-Z]{3,6}[.!?;:'""…]?$","^([a-zA-Z]{3,6}[ ,.!?;:'""…]*){2,6}[a-zA-Z]{3,6}[.!?;:'""…]?$",True,1.0
131,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
132,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
133,^tsb.*,^tsb.*,True,1.0
134,"^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){7}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
135,^zwa.*,^zwa.*,True,1.0
136,"^[a-zA-Z0-9]{1,7}$","^[a-zA-Z0-9]{1,7}$",True,1.0
137,^klihkx.*,^klihkx.*,True,1.0
138,^(?=.*nanckd)(?=.*wrlbyr).*$,^(?=.*nanckd)(?=.*wrlbyr).*$,True,1.0
139,"^\d{2,5}$","^\d{2,5}$",True,1.0
140,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
141,"^\d{1,9}$","^\d{1,9}$",True,1.0
142,^\d.*$,^\d.*$,True,1.0
143,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
144,^[^\d]*$,^[^\d]*$,True,1.0
145,^[a-zA-Z]{8}$,^[a-zA-Z]{8}$,True,1.0
146,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
147,"^\d{3,7}$","^\d{3,7}$",True,1.0
148,^\d.*$,^\d+,False,0.5
149,^[^\d]*$,^[^\d]*$,True,1.0
150,^[^\d]*$,^[^\d]*$,True,1.0
151,"^\d{1,5}$","^\d{1,5}$",True,1.0
152,^(?=.*wfjigu)(?=.*sonsfv).*$,^(?=.*wfjigu)(?=.*sonsfv).*$,True,1.0
153,\w+,\w+,True,1.0
154,^oizh.*bbhrfe.*$,^oizh.*bbhrfe.*$,True,1.0
155,"^\d{2,}$","^\d{2,}$",True,1.0
156,^\d{10}$,^\d{10}$,True,1.0
157,"^[a-z]{5,10}$","^[a-z]{5,10}$",True,1.0
158,"^.{4,8}xjx$","^.{4,8}xjx$",True,1.0
159,^[a-zA-Z]{4}$,^[a-zA-Z]{4}$,True,1.0
160,"^\d{4,9}$","^\d{4,9}$",True,1.0
161,^(?=.*ahobkxb)(?=.*tqi).*$,^(?=.*ahobkxb)(?=.*tqi).*$,True,1.0
162,"^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){1,7}[a-zA-Z]{1,10}[.!?;:'""…]?$","^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){1,7}[a-zA-Z]{1,10}[.!?;:'""…]?$",True,1.0
163,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
164,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
165,^mixge.*,^mixge.*,True,1.0
166,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
167,"^[A-Z]{5,9}$","^[A-Z]{5,9}$",True,1.0
168,^bibfxkf.*guzi.*$,^bibfxkf.*guzi.*$,True,1.0
169,^\d.*$,^\d.*$,True,1.0
170,^[^\d]*$,^[^\d]*$,True,1.0
171,"^\d{1,10}$","^\d{1,10}$",True,1.0
172,.*vhq$,.*vhq$,True,1.0
173,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
174,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
175,^(?=.*gtitvhzl)(?=.*bkeux).*$,^(?=.*gtitvhzl)(?=.*bkeux).*$,True,1.0
176,"^[a-z]{2,7}$","^[a-z]{2,7}$",True,1.0
177,^\d{7}$,^\d{7}$,True,1.0
178,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
179,"^\d{1,1}$",^\d{1}$,True,0.7777777777777778
180,\s+,\s+,True,1.0
181,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
182,^[^\d]*$,^[^\d]*$,True,1.0
183,"^[A-Z]{5,7}$","^[A-Z]{5,7}$",True,1.0
184,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
185,"^.{2,6}tqaqh$","^.{2,6}tqaqh$",True,1.0
186,^\d{9}$,^\d{9}$,True,1.0
187,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
188,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
189,"^([a-zA-Z]{1,2}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{1,2}[.!?;:'""…]?$","^([a-zA-Z]{1,2}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{1,2}[.!?;:'""…]?$",True,1.0
190,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
191,"^[a-zA-Z0-9]{1,3}$","^[a-zA-Z0-9]{1,3}$",True,1.0
192,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
193,^\d{9}$,^\d{9}$,True,1.0
194,\d+,\d+,True,1.0
195,"^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{1,7}[.!?;:'""…]?$","^([a-zA-Z]{1,7}[ ,.!?;:'""…]*){3,9}[a-zA-Z]{1,7}[.!?;:'""…]?$",True,1.0
196,"^[a-z]{2,9}$","^[a-z]{2,9}$",True,1.0
197,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
198,"^\d{2,3}$","^\d{2,3}$",True,1.0
199,\w+,\w+,True,1.0
200,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
201,^[^\d]*$,^[^\d]*$,True,1.0
202,^(?=.*jvbaewq)(?=.*brtwy).*$,^(?=.*jvbaewq)(?=.*brtwy).*$,True,1.0
203,^qormnexm.*pinmp.*$,^qormnexm.*pinmp.*$,True,1.0
204,\d+,\d+,True,1.0
205,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
206,"^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){6}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
207,^ndjghh.*,^ndjghh.*,True,1.0
208,\s+,\s+,True,1.0
209,^ucakmr.*,^ucakmr.*,True,1.0
210,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
211,"^([a-zA-Z]{1,6}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{1,6}[.!?;:'""…]?$","^([a-zA-Z]{1,6}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{1,6}[.!?;:'""…]?$",True,1.0
212,^[a-zA-Z]{1}$,^[a-zA-Z]{1}$,True,1.0
213,\d+,\d+,True,1.0
214,^[^\d]*$,^[^\d]*$,True,1.0
215,^gwstxtm.*vvap.*$,^gwstxtm.*vvap.*$,True,1.0
216,\s+,\s+,True,1.0
217,"^\d{2,}$","^\d{2,}$",True,1.0
218,.*lbmlzs$,.*lbmlzs$,True,1.0
219,"^[a-z]{5,9}$","^[a-z]{5,9}$",True,1.0
220,^\d{8}$,^\d{8}$,True,1.0
221,\s+,\s+,True,1.0
222,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
223,"^[A-Z]{5,7}$","^[A-Z]{5,7}$",True,1.0
224,\d+,\d+,True,1.0
225,\d+,\d+,True,1.0
226,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
227,^unshvcot.*ypne.*$,^unshvcot.*ypne.*$,True,1.0
228,"^[a-z]{4,9}$","^[a-z]{4,9}$",True,1.0
229,.*sspecvwr$,.*sspecvwr$,True,1.0
230,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
231,.*mdwnbnpi$,.*mdwnbnpi$,True,1.0
232,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
233,^[^\d]*$,^[^\d]*$,True,1.0
234,"^[a-z]{2,6}$","^[a-z]{2,6}$",True,1.0
235,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
236,"^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){1,4}[a-zA-Z]{4,7}[.!?;:'""…]?$","^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){1,4}[a-zA-Z]{4,7}[.!?;:'""…]?$",True,1.0
237,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
238,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
239,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
240,"^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,9}[a-zA-Z]{3,5}[.!?;:'""…]?$","^([a-zA-Z]{3,5}[ ,.!?;:'""…]*){2,9}[a-zA-Z]{3,5}[.!?;:'""…]?$",True,1.0
241,"^\d{9,}$","^\d{9,}$",True,1.0
242,^\d{8}$,^\d{8}$,True,1.0
243,"^\d{1,7}$","^\d{1,7}$",True,1.0
244,"^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){5}[a-zA-Z]+[.!?;:'""…]?",True,0.9795918367346939
245,"^\d{2,}$","^\d{2,}$",True,1.0
246,^[^\d]*$,^[^\d]*$,True,1.0
247,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
248,^\d.*$,^\d.*$,True,1.0
249,\d+,\d+,True,1.0
250,^snb.*,^snb.*,True,1.0
251,^mznr.*zltzg.*$,^mznr.*zltzg.*$,True,1.0
252,^\d.*$,^\d.*$,True,1.0
253,^acvvumk.*zxt.*$,^acvvumk.*zxt.*$,True,1.0
254,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
255,"^[A-Z]{3,7}$","^[A-Z]{3,7}$",True,1.0
256,"^([a-zA-Z]{2,3}[ ,.!?;:'""…]*){1,6}[a-zA-Z]{2,3}[.!?;:'""…]?$","^([a-zA-Z]{2,3}[ ,.!?;:'""…]*){1,6}[a-zA-Z]{2,3}[.!?;:'""…]?$",True,1.0
257,"^\d{1,4}$","^\d{1,4}$",True,1.0
258,"^\d{1,10}$","^\d{1,10}$",True,1.0
259,.*[a-zA-Z]$,.*[a-zA-Z]$,True,1.0
260,\w+,\w+,True,1.0
261,"^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{4,6}[.!?;:'""…]?$","^([a-zA-Z]{4,6}[ ,.!?;:'""…]*){0,7}[a-zA-Z]{4,6}[.!?;:'""…]?$",True,1.0
262,"^[A-Z]{4,10}$","^[A-Z]{4,10}$",True,1.0
263,^[A-Z][a-zA-Z]*$,^[A-Z][a-zA-Z]*$,True,1.0
264,"^[A-Z]{1,6}$","^[A-Z]{1,6}$",True,1.0
265,^(?=.*bktfelqi)(?=.*hdajuyp).*$,^(?=.*bktfelqi)(?=.*hdajuyp).*$,True,1.0
266,"^.{1,4}rreoicu$","^.{1,4}rreoicu$",True,1.0
267,"^[a-z]{3,4}$","^[a-z]{3,4}$",True,1.0
268,"^\d{1,8}$","^\d{1,8}$",True,1.0
269,"^\d{1,4}$","^\d{1,4}$",True,1.0
270,"^\d{4,9}$","^\d{4,9}$",True,1.0
271,"^\d{8,}$","^\d{8,}$",True,1.0
272,"^\d{1,8}$","^\d{1,8}$",True,1.0
273,"^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{4,7}[.!?;:'""…]?$","^([a-zA-Z]{4,7}[ ,.!?;:'""…]*){2,5}[a-zA-Z]{4,7}[.!?;:'""…]?$",True,1.0
274,"^\d{7,}$","^\d{7,}$",True,1.0
275,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
276,^[^\d]*$,^[^\d]*$,True,1.0
277,"^[a-z]{3,4}$","^[a-z]{3,4}$",True,1.0
278,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
279,"^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){0}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
280,"^\d{1,}$","^\d{1,}$",True,1.0
281,"^\d{5,10}$","^\d{5,10}$",True,1.0
282,"^[a-zA-Z0-9]{1,8}$","^[a-zA-Z0-9]{1,8}$",True,1.0
283,"^\d{1,10}$","^\d{1,10}$",True,1.0
284,"^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{1,10}[.!?;:'""…]?$","^([a-zA-Z]{1,10}[ ,.!?;:'""…]*){3,4}[a-zA-Z]{1,10}[.!?;:'""…]?$",True,1.0
285,\d+,\d+,True,1.0
286,.*mstrglq$,.*mstrglq$,True,1.0
287,"^[A-Z]{1,5}$","^[A-Z]{1,5}$",True,1.0
288,"^\d{1,}$","^\d{1,}$",True,1.0
289,.*agaocahn$,.*agaocahn$,True,1.0
290,\s+,\s+,True,1.0
291,"^[a-zA-Z0-9]{4,8}$","^[a-zA-Z0-9]{4,8}$",True,1.0
292,^\d{3}$,^\d{3}$,True,1.0
293,^\d{3}$,^\d{3}$,True,1.0
294,^efmgw.*,^efmgw.*,True,1.0
295,^okhpv.*,^okhpv.*,True,1.0
296,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
297,^(?=.*abfh)(?=.*sbtfiu).*$,^(?=.*abfh)(?=.*sbtfiu).*$,True,1.0
298,^\d{6}$,^\d{6}$,True,1.0
299,^(?=.*bqpt)(?=.*kipsjz).*$,^(?=.*bqpt)(?=.*kipsjz).*$,True,1.0
300,"^\d{8,}$","^\d{8,}$",True,1.0
301,"^[A-Z]{5,7}$","^[A-Z]{5,7}$",True,1.0
302,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
303,^\d{8}$,^\d{8}$,True,1.0
304,"^[A-Z]{3,9}$","^[A-Z]{3,9}$",True,1.0
305,^\d.*$,^\d.*$,True,1.0
306,\s+,\s+,True,1.0
307,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
308,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
309,^\d{8}$,^\d{8}$,True,1.0
310,^cfjrw.*,^cfjrw.*,True,1.0
311,"^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{1,8}[.!?;:'""…]?$","^([a-zA-Z]{1,8}[ ,.!?;:'""…]*){2,7}[a-zA-Z]{1,8}[.!?;:'""…]?$",True,1.0
312,"^([a-zA-Z]{4,8}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{4,8}[.!?;:'""…]?$","^([a-zA-Z]{4,8}[ ,.!?;:'""…]*){4,7}[a-zA-Z]{4,8}[.!?;:'""…]?$",True,1.0
313,\w+,\w+,True,1.0
314,^[a-zA-Z]{6}$,^[a-zA-Z]{6}$,True,1.0
315,\w+,\w+,True,1.0
316,"^([a-zA-Z]{2,5}[ ,.!?;:'""…]*){1,5}[a-zA-Z]{2,5}[.!?;:'""…]?$","^([a-zA-Z]{2,5}[ ,.!?;:'""…]*){1,5}[a-zA-Z]{2,5}[.!?;:'""…]?$",True,1.0
317,^(?=.*\d)(?=.*[a-zA-Z]).+$,^(?=.*\d)(?=.*[a-zA-Z]).+$,True,1.0
318,^[a-zA-Z]{10}$,^[a-zA-Z]{10}$,True,1.0
319,"^\d{6,}$","^\d{6,}$",True,1.0
320,^[a-zA-Z]{5}$,^[a-zA-Z]{5}$,True,1.0
321,"^\d{8,}$","^\d{8,}$",True,1.0
322,"^\d{2,}$","^\d{2,}$",True,1.0
323,.*wkkfizqh$,.*wkkfizqh$,True,1.0
324,^\d.*$,^\d.*$,True,1.0
325,"^\d{6,}$","^\d{6,}$",True,1.0
326,"^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{1,5}[.!?;:'""…]?$","^([a-zA-Z]{1,5}[ ,.!?;:'""…]*){3,6}[a-zA-Z]{1,5}[.!?;:'""…]?$",True,1.0
327,.*ccamtaq$,.*ccamtaq$,True,1.0
328,"^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$","^([a-zA-Z]+[ ,.!?;:'""…]*){3}[a-zA-Z]+[.!?;:'""…]?$",True,1.0
329,\d+,\d+,True,1.0
330,"^\d{1,2}$","^\d{1,2}$",True,1.0
331,.*[!@#$%^&*()].*,.*[!@#$%^&*()].*,True,1.0
